6456	VH1 TBS SpikeTV CBS	Nickelodeon TNT ESPN Telemundo(National) AMC
62054	AMC NBC	ABC visit
15362	Nickelodeon	Nickelodeon
69418	MTV2 NBC A&E	Discovery ABC MTV
7529	visit	visit
81674	NBC	ABC
11476	Discovery SpikeTV CartoonNetwork	A&E AMC NBC ABC
67773	ComedyCentral A&E	AnimalPlanet CBS USANetwork
45107	Discovery CBS	ABC NBC
3443	AMC NBC	History ABC TLC
30878	CBS	SpikeTV AMC
35272	NBC ESPN2	CBS visit
66695	NBC FoxSports1 FOX	Discovery CBS ABC
49173	History Discovery	AnimalPlanet NationalGeographic
83585	FOX TNT	ESPN CBS FoxSports1
72824	ABC Discovery FoxSports1	FOX CBS NBC
80426	CBS	BET E!
53406	CW	FOX CBS
57518	CBS	BET
22674	TLC Nickelodeon	CBS NBCSportsNetwork
68992	CW CBS NBC FOX	Discovery History ABC FoxSports1 FX
361	visit	visit
6801	FXX	visit
53549	TBS Bravo FX	VH1 CartoonNetwork CMT
18817	TBS ABC AMC	NBC CBS TNT
7110	CartoonNetwork	CBS
44257	Discovery AMC NBC USANetwork	FOX History FX ABC visit
79347	NBC ESPN2	truTV visit
29576	SpikeTV History Discovery ABC AMC	Bravo NationalGeographic TNT FOX FXX ComedyCentral
31136	ABC NBC	CBS FOX truTV
10916	CW NBC	MTV2 Nickelodeon AnimalPlanet
83753	NBC ABC	CBS FOX
37195	AMC History A&E	ComedyCentral FXX SpikeTV TBS
37944	ABC	ABC
47346	visit	visit
5750	NBC USANetwork ESPN truTV CartoonNetwork	TBS SpikeTV TNT AMC Nickelodeon E!
58426	visit	visit
18296	FOX NBC AMC CBS CW	Nickelodeon TNT ABC FX CMT
2181	History FOX	NBC CBS ABC
22783	ABC	FOX CBS
13374	CBS NBC TBS truTV	TNT A&E NationalGeographic FOX
43423	NBC	CBS
418	visit	visit
22252	visit	visit
41800	TBS NBC TNT	AMC FOX visit
27603	TNT	TBS CBS
70909	SpikeTV	CBS NationalGeographic
6834	CBS	NBC
35685	NBC	FOX
49223	TLC	ABC NBC
46747	CartoonNetwork FOX	TNT NBC
50741	CBS TBS FOX TNT AMC FX	FXX NationalGeographic USANetwork truTV CW MTV2 ComedyCentral
686	CBS	CBS
63662	BET Bravo SpikeTV VH1	ABC MTV2 FOX MTV visit
71407	NBC AnimalPlanet ABC ESPN	TNT SpikeTV TBS FX
32309	web	visit
5770	ABC AMC	CBS NBC
23336	SpikeTV AMC NBC	FX TLC Nickelodeon E!
80	visit	visit
16108	ABC	Discovery
52673	ABC	TLC FOX
55311	VH1 SpikeTV FOX ESPN TNT	FXX BET ABC truTV CBS Bravo
35913	E! ComedyCentral web NBC Discovery	ABC A&E FoxSports1 FOX NationalGeographic
66740	AMC CBS	History Discovery
72572	ABC	NBC
61396	NBC CBS	ABC E! visit
20055	ABC	NBC
62377	CBS Discovery	Bravo FOX
29903	web NBC	FOX CBS Bravo
76434	visit	visit
52655	CBS	CBS
74327	visit	visit
41749	ABC NBC TNT CW FOX Discovery	A&E VH1 TLC History TBS FX
22584	visit	visit
13427	A&E Nickelodeon	ABC NBC
54711	visit	visit
59920	web	web
68286	visit	visit
427	ABC	ABC
71071	VH1	web AMC
5160	visit	visit
33053	CBS TBS	ESPN visit
65515	VH1	VH1
22641	web	web
72942	FOX	FoxSports1
84159	AMC FOX CartoonNetwork CW ABC	TNT NBC ComedyCentral FX Discovery
18787	ESPN	ESPN
82762	CBS ESPN2	truTV ABC
23045	NBC ABC truTV	TBS ESPN TNT
24414	AMC History SpikeTV FOX	Discovery MTV truTV ComedyCentral visit
256	ABC NBC E!	CBS VH1 FOX
14163	visit	visit
75310	CBS AMC	ABC Nickelodeon SpikeTV
20534	TBS NBC ABC	FX FOX visit
55699	Nickelodeon TBS	CBS ESPN
47367	visit	visit
9317	NationalGeographic CBS ABC	NBC MTV ComedyCentral visit
26888	Bravo NBC	CBS FOX ABC
1406	FX	TNT TBS
48628	FOX FXX ABC	CBS MTV AMC
185	TNT Nickelodeon TBS NBC ABC	AMC CBS History SpikeTV USANetwork
61263	visit	visit
75870	visit	visit
404	NBC FOX ABC	CBS Freeform TNT Nickelodeon
40487	NBC	AMC
67712	AMC TNT	MTV2 ESPN TBS
21950	visit	visit
58503	ABC	ABC
39764	NBC	NBC
19419	History	Discovery
84284	SpikeTV AMC	Discovery Bravo
10128	CBS	ABC NBC
20036	TNT	TNT
39872	web	web
38218	ESPN USANetwork NBC	ABC TNT A&E
12347	NBC ABC NationalGeographic	SpikeTV TNT CBS Discovery
49920	FOX FXX Discovery	MTV2 ComedyCentral FoxSports1
63600	FX ABC	CBS A&E History
56707	NBC Discovery	ABC CartoonNetwork CBS
45534	Bravo FOX ABC	CBS truTV AMC
32152	ABC TNT	NBC CMT
66842	visit	visit
65217	ABC	NBC
83541	CW NBC	FOX CBS
12411	TVLand Discovery CBS FoxSports1 A&E NBC	AMC CW ComedyCentral FXX FOX truTV SpikeTV
50803	TLC Nickelodeon AMC A&E	ABC FX FOX ESPN
24872	NBC CBS	truTV TNT FOX
6885	visit	visit
65150	TNT	AMC
47230	USANetwork CW CartoonNetwork	truTV MTV Nickelodeon visit
29280	visit	visit
32900	ABC History NationalGeographic	Discovery AnimalPlanet CBS
8172	TNT	A&E
39619	VH1 FoxSports1 TNT MTV ABC	CBS Bravo AMC ESPN Nickelodeon
53582	NBC AMC	truTV SpikeTV
35071	ESPN NBC Bravo USANetwork VH1 ABC	TBS CBS MTV TNT BET ESPN2
618	visit	visit
26671	Discovery ABC	TBS web
49344	SpikeTV NationalGeographic ESPN2 CBS FOX FX	Discovery TBS ComedyCentral TNT NBC USANetwork
55857	Bravo AMC VH1	MTV CBS NBC
15037	FOX TNT ComedyCentral ABC	CBS NBC SpikeTV FXX Discovery
3312	visit	visit
6321	Discovery NBC	ABC CBS FOX
8401	NBC	ABC
71956	ESPN	ESPN2
50609	Nickelodeon	MTV
6637	AMC	TBS
23348	visit	visit
36120	visit	visit
35562	CMT ABC	TBS SpikeTV NBC
79885	FX ABC	Discovery CBS
25116	NBC	CBS Telemundo(National)
64306	TBS FXX FOX	CW CBS TNT
7930	NBC truTV ABC CMT	FOX AMC FX AnimalPlanet
23758	visit	visit
28699	web NBC	TBS ABC
16711	TNT MTV ABC SpikeTV	CartoonNetwork E! FXX visit
68988	FX	CBS
36788	SpikeTV	CBS ABC
82775	SpikeTV Nickelodeon	CBS CMT MTV
27370	NationalGeographic History	Discovery CBS ABC
51456	NBC FOX TNT ABC	TLC CBS USANetwork FX web
7581	web	web
22080	CartoonNetwork	AMC
28885	Bravo NBC	ABC visit
61328	Discovery Galavision Telemundo(National)	NBCUniverso MTV NBC UniMas(National)
69473	web	web
36181	AMC	AMC
81178	TBS SpikeTV	Nickelodeon TLC A&E
12744	visit	visit
63567	CartoonNetwork NBC	ABC Nickelodeon
16017	FOX	NBC
35569	AMC NBC	CartoonNetwork FX ABC
82407	web	web
25072	FX Discovery Bravo	web CBS ComedyCentral NBC
26012	FOX	Freeform
47206	SpikeTV CBS AMC NBC	MTV2 FOX NationalGeographic ESPN
3069	SpikeTV AMC	ESPN USANetwork
11681	FX CBS Discovery	FOX TLC ABC
44621	Nickelodeon ABC TBS TNT FOX	CBS truTV ESPN2 NBC Bravo
52991	TNT FOX	NBC CBS
737	NBC	CBS ABC
82252	ESPN TNT CBS	ESPN2 ABC ComedyCentral visit
71196	ABC SpikeTV	ComedyCentral ESPN2 ESPN
49635	visit	visit
4994	NBC Bravo	Discovery ABC visit
1071	CBS ESPN	NBC ABC
30678	CBS	ABC
54310	CMT FOX CBS	ABC ESPN2 AMC
7829	FOX SpikeTV web CBS	NBC TLC A&E CartoonNetwork
14774	CBS Bravo	TBS CW
60127	TBS NBC A&E History AnimalPlanet	CBS SpikeTV ABC FOX visit
48580	NBC CBS SpikeTV ABC	ComedyCentral FX Discovery AMC
32267	FOX	FOX
56127	ESPN CBS	web ESPN2
30461	VH1	ESPN
41849	web	visit
76205	CBS ESPN2	CW ComedyCentral
10579	ComedyCentral TNT AMC NBC	USANetwork History TBS CBS Freeform
13231	ESPN FOX CBS ABC USANetwork	NBC BET CW TNT E!
5903	CartoonNetwork ABC NBC	SpikeTV Bravo E!
70558	NBC MTV	History ESPN ABC
70025	AMC	Discovery FXX
34430	ABC	AMC CBS
68805	ABC	NBC CBS
34696	CBS NBC FOX	ESPN truTV ABC
5208	NBC	ESPN
59266	NationalGeographic NBC	Discovery CBS AnimalPlanet
35070	ESPN ESPN2 truTV	USANetwork CBS visit
45618	visit	visit
11922	NBC	AMC TBS
33017	CW	NBC visit
5822	web	NBC CBS
82653	FXX	ABC
77713	FOX CBS	truTV TNT SpikeTV
45357	CW	NBC TBS
48483	VH1 ESPN	A&E CBS ABC
83948	ComedyCentral	FXX
56280	truTV	History MTV
52311	NBCSportsNetwork NBC FOX Discovery	truTV TNT SpikeTV visit
39181	NBC	NBC
31702	NBC	NBC
27647	MTV NBC FXX	AMC AnimalPlanet CartoonNetwork
14924	CBS	NBC ComedyCentral
62087	visit	visit
13178	AMC	ABC web
23612	NBC	NBC
11350	ABC FoxSports1 FOX	NBC CBS AMC
80603	FOX	visit
69173	FOX	FOX
56766	ABC	NBC History
29574	A&E AMC Bravo ABC	CBS E! History TVLand TLC
58667	AMC FOX	NBC MTV2 ABC
14946	CBS	AnimalPlanet
43939	ABC	visit
59341	CW	CW
19288	CBS	FOX
36242	CBS Bravo	CartoonNetwork Discovery
31257	Bravo	E! visit
10260	FOX NBC	ABC TNT
11150	ABC	NBC CBS
54041	TNT	NBC ABC
4820	visit	visit
29832	CBS Bravo Discovery ABC	TNT CW NBC E! FXX
33594	ESPN	NBC
19620	ABC AMC	History FoxSports1 USANetwork
39722	CBS	AMC
48750	visit	visit
35133	visit	visit
81329	Nickelodeon	ABC
13405	FOX	FOX
68301	Discovery	Discovery
4441	CBS	CBS
29558	visit	visit
28531	FoxSports1 SpikeTV	FOX AnimalPlanet
2921	CBS ABC	FOX NBC ComedyCentral
17567	ABC TBS SpikeTV NationalGeographic Discovery ComedyCentral	AMC TLC NBC truTV CBS FX visit
